number,value,params_w_neo4j,params_w_semantique,state
127,0.8870838462248303,0.032174801674874944,0.6165548140145766,COMPLETE
128,0.8754531513653891,0.07100044039038753,0.5789709335378741,COMPLETE
129,0.8765296440060095,0.05690032934508898,0.5200937812753952,COMPLETE
130,0.8857386006792106,0.0348328923114018,0.6032074168440074,COMPLETE
131,0.8982667359068284,0.012835552483548715,0.48252227006417286,COMPLETE
132,0.9059751791160864,0.0014499104739812713,0.6621849086030015,COMPLETE
133,0.9059310083198076,0.001012549392166681,0.6416855990082005,COMPLETE
134,0.8944920534790727,0.02307114411843291,0.6553684411086238,COMPLETE
135,0.8810575030700998,0.04802824956646013,0.709958127421575,COMPLETE
136,0.8870838462248303,0.035326644618191266,0.6792949706750033,COMPLETE
137,0.8757367484635762,0.07855975148026322,0.6599300048727094,COMPLETE
138,0.8768618319848867,0.05743133930750202,0.5911690451726708,COMPLETE
139,0.8795337852722169,0.01895813316582922,0.2226807550822254,COMPLETE
140,0.8704190447466179,0.7177486013513421,0.6424148542119384,COMPLETE
141,0.9040014474324144,0.0015893121304767044,0.5526094035106197,COMPLETE
142,0.9032173426554918,0.003096148232009625,0.5483248127424395,COMPLETE
143,0.894308024837917,0.022286456718237542,0.5731210203348847,COMPLETE
144,0.9039558595559908,0.0023759818289925496,0.6057184302035157,COMPLETE
145,0.8858935921834106,0.036008566269287015,0.6271492893226464,COMPLETE
146,0.9059751791160864,0.0013191838333772722,0.5445020524926841,COMPLETE
147,0.8760496442122454,0.061263594649954005,0.5301860613999122,COMPLETE
148,0.8699991354355842,0.08885700086688865,0.5617016837625269,COMPLETE
149,0.8776049402693888,0.03500840529115752,0.5062295426188985,COMPLETE
150,0.8942607137181663,0.020392163193518387,0.5467708799949711,COMPLETE
151,0.9039558595559908,0.0022446272278827985,0.6005095973807707,COMPLETE
152,0.8776298639059231,0.04408257648821748,0.6346675217460946,COMPLETE
153,0.9059751791160864,0.001669366201473883,0.674027290138967,COMPLETE
154,0.8982667359068284,0.01921274987614753,0.7055007623815205,COMPLETE
155,0.8774235268845861,0.05369990990524355,0.7445651013464838,COMPLETE
156,0.8704190447466179,0.02228309070955639,0.029037534300653922,COMPLETE
157,0.8857480501721081,0.03793506088488345,0.6819890363976502,COMPLETE
158,0.9058519345931478,0.0013157519364424782,0.9974981927935039,COMPLETE
159,0.8776049402693888,0.0682748224203499,0.9892917852289388,COMPLETE
160,0.8700099760103187,0.39550271555121375,0.9523983378352039,COMPLETE
161,0.9039558595559908,0.0038536653063415676,0.9826450089946632,COMPLETE
162,0.9034073927837529,0.0024667169026488965,0.5737162408790973,COMPLETE
163,0.8979150407703589,0.025147663424586523,0.9482206085035905,COMPLETE
164,0.8873675755133,0.04323540884823958,0.924143980663643,COMPLETE
165,0.8944920534790727,0.02369621285188073,0.6615621486195364,COMPLETE
166,0.9039558595559908,0.002126255365386576,0.5950482734320205,COMPLETE
167,0.8797372249913611,0.055475062397653235,0.7241152928114158,COMPLETE
168,0.8857480501721081,0.03434546459217488,0.6165169886832119,COMPLETE
169,0.9059751791160864,0.001223362623345408,0.511750049417255,COMPLETE
170,0.8981845257866004,0.022222764137143577,0.9955705871436962,COMPLETE
171,0.9034073927837529,0.002403624898994149,0.511573043629527,COMPLETE
172,0.8944920534790727,0.019660370147227085,0.5548608594659026,COMPLETE
173,0.8776298639059231,0.03625556160309387,0.5190394526816421,COMPLETE
174,0.8949907910702436,0.01848989184802588,0.5341845001030402,COMPLETE
175,0.9039558595559908,0.0019288363716066905,0.5788100496930108,COMPLETE
176,0.8866737089543673,0.052669741630374654,0.9665791815192308,COMPLETE
177,0.8727863940258288,0.07028956759320001,0.5363073429240172,COMPLETE
178,0.8873675755133,0.036165374367848765,0.8169923673097036,COMPLETE
179,0.8981845257866004,0.019973793661834452,0.8605610443789968,COMPLETE
180,0.8704190447466179,0.4562210850908312,0.46599025565748253,COMPLETE
181,0.9034073927837529,0.0028649415875911747,0.6607989578421901,COMPLETE
182,0.8982667359068284,0.01776796225559368,0.6420572409120576,COMPLETE
183,0.8776298639059231,0.04391663887363077,0.6242403442809641,COMPLETE
184,0.9032173426554918,0.003544453815930642,0.5917466623341844,COMPLETE
185,0.9059310083198076,0.0014596873696822645,0.6845284605937642,COMPLETE
186,0.9059310083198076,0.0014546835515506984,0.695299673104705,COMPLETE
187,0.8867216895218429,0.03666459514011847,0.6933324319954426,COMPLETE
188,0.9059310083198076,0.0012439329845216813,0.7817819959717488,COMPLETE
189,0.8949240673167808,0.025264665335409355,0.7746892561233604,COMPLETE
190,0.8795337852722169,0.06145863727474307,0.713009054653112,COMPLETE
191,0.9040014474324144,0.0021015749402217535,0.787982993649559,COMPLETE
192,0.8982667359068284,0.022063575492555068,0.7941347524727386,COMPLETE
193,0.8981845257866004,0.01881105803712818,0.8302746246342803,COMPLETE
194,0.9040014474324144,0.0023323742142808217,0.7715665747355399,COMPLETE
195,0.9059310083198076,0.0015483978294397645,0.7559594375915584,COMPLETE
196,0.8847552592759031,0.043045585426491936,0.7304910520225667,COMPLETE
