query_id,candidat_id,system,n_relevant_in_pool,precision@1,recall@1,ndcg@1,mrr@1,hit_rate@1,precision@3,recall@3,ndcg@3,mrr@3,hit_rate@3,precision@5,recall@5,ndcg@5,mrr@5,hit_rate@5,precision@10,recall@10,ndcg@10,mrr@10,hit_rate@10
PPBZV2501150017175,PPBZV2501150017175,pgvector_plus_graph,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPPNR2501090016456,PPPNR2501090016456,pgvector_only,8,1.0,0.125,1.0,1.0,1.0,0.3333333333333333,0.125,0.46927872602275644,1.0,1.0,0.6,0.375,0.6164336326286644,1.0,1.0,0.3,0.375,0.4597307900205735,1.0,1.0
PPPNR2501090016456,PPPNR2501090016456,pgvector_plus_graph,8,1.0,0.125,1.0,1.0,1.0,0.6666666666666666,0.25,0.7039180890341347,1.0,1.0,0.8,0.5,0.7860137352654724,1.0,1.0,0.5,0.625,0.659318979848312,1.0,1.0
PPBZV2501020015596,PPBZV2501020015596,pgvector_only,10,1.0,0.1,1.0,1.0,1.0,0.3333333333333333,0.1,0.46927872602275644,1.0,1.0,0.6,0.3,0.6164336326286644,1.0,1.0,0.5,0.5,0.539641393863001,1.0,1.0
PPBZV2501020015596,PPBZV2501020015596,pgvector_plus_graph,10,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1,0.23463936301137822,0.3333333333333333,1.0,0.6,0.3,0.4468535299918563,0.3333333333333333,1.0,0.8,0.8,0.6410457898283652,0.3333333333333333,1.0
PPBZV2501100016595,PPBZV2501100016595,pgvector_only,7,1.0,0.14285714285714285,1.0,1.0,1.0,0.6666666666666666,0.2857142857142857,0.7653606369886217,1.0,1.0,0.4,0.2857142857142857,0.5531464700081437,1.0,1.0,0.5,0.7142857142857143,0.7172994389900291,1.0,1.0
PPBZV2501100016595,PPBZV2501100016595,pgvector_plus_graph,7,1.0,0.14285714285714285,1.0,1.0,1.0,1.0,0.42857142857142855,1.0,1.0,1.0,0.8,0.5714285714285714,0.8687949224876582,1.0,1.0,0.5,0.7142857142857143,0.7957503936198023,1.0,1.0
PPBZV2501070016108,PPBZV2501070016108,pgvector_only,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.31546487678572877,0.125,1.0
PPBZV2501070016108,PPBZV2501070016108,pgvector_plus_graph,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
PPBZV2501100016648,PPBZV2501100016648,pgvector_only,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPBZV2501100016648,PPBZV2501100016648,pgvector_plus_graph,1,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.1,1.0,1.0,1.0,1.0
PPBZV2501210017773,PPBZV2501210017773,pgvector_only,10,1.0,0.1,1.0,1.0,1.0,0.3333333333333333,0.1,0.46927872602275644,1.0,1.0,0.2,0.1,0.3391602052736161,1.0,1.0,0.3,0.3,0.36211082347570717,1.0,1.0
PPBZV2501210017773,PPBZV2501210017773,pgvector_plus_graph,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
