duplicate_candidate_key,duplicate_candidate_count,duplicate_candidate_rank,source_row_number,offre_id,titre_poste,employeur,ville_region_raw,secteur_activite_raw,etl_completeness_score
d0f7b6caba540fdebf41,208,64,769,OFFRE_000769_25b803b19918,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,62,770,OFFRE_000770_41ca1e6262d0,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,64,771,OFFRE_000771_01bf0b7cd4d4,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,64,772,OFFRE_000772_82442373dd1b,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,64,773,OFFRE_000773_06639b2c5523,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,63,774,OFFRE_000774_af602fff6ec0,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,63,775,OFFRE_000775_36ee8bdffb5c,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,63,776,OFFRE_000776_bc5fb22b75ce,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,63,777,OFFRE_000777_2e59bc98f832,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,128,778,OFFRE_000778_c10c132664cf,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,129,779,OFFRE_000779_5294a8aba090,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,65,780,OFFRE_000780_9b2a3fc86775,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,65,781,OFFRE_000781_03e631342de6,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,63,782,OFFRE_000782_fe64a9e54e54,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,65,783,OFFRE_000783_1ebaa5b7bc40,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,65,784,OFFRE_000784_ed19c75ee549,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,65,785,OFFRE_000785_6814fe625ebf,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,64,786,OFFRE_000786_ba2e3e3d545c,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,64,787,OFFRE_000787_15d427e18119,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,64,788,OFFRE_000788_f401dc605f83,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,64,789,OFFRE_000789_5d55522d043a,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,130,790,OFFRE_000790_e1801e3d961a,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,131,791,OFFRE_000791_ae6e22a55151,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,66,792,OFFRE_000792_44c2f2440b2e,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,66,793,OFFRE_000793_09897dfda35f,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,64,794,OFFRE_000794_d5c90a6fcee4,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,66,795,OFFRE_000795_c8604bfce3f3,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,66,796,OFFRE_000796_d46e077754f4,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,66,797,OFFRE_000797_79104f5f8f49,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,65,798,OFFRE_000798_8ab02a569c09,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,65,799,OFFRE_000799_a95073417ded,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,65,800,OFFRE_000800_889d4f49d1f3,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,65,801,OFFRE_000801_9f293c5bcbf9,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,132,802,OFFRE_000802_48723be82f58,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,133,803,OFFRE_000803_f4a4dd071139,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,67,804,OFFRE_000804_295fb331b30f,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,67,805,OFFRE_000805_30c90a11b2f6,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,65,806,OFFRE_000806_4444307ace3e,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,67,807,OFFRE_000807_7f53dd0ecf34,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,67,808,OFFRE_000808_72d07344f740,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,67,809,OFFRE_000809_31a5b8e7e9c3,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,66,810,OFFRE_000810_c76856a6ded3,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,66,811,OFFRE_000811_4816e027bbd5,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,66,812,OFFRE_000812_a7c4f9e0f1f6,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,66,813,OFFRE_000813_986b91feef82,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,134,814,OFFRE_000814_f087ed0be708,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,135,815,OFFRE_000815_ee9eee6bbdf2,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,68,816,OFFRE_000816_75b5b1c48ff4,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,68,817,OFFRE_000817_a4cf82df6a6f,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,66,818,OFFRE_000818_e4aca451961c,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,68,819,OFFRE_000819_74a130e16c28,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,68,820,OFFRE_000820_669bd56f577d,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,68,821,OFFRE_000821_b13fafda043c,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,67,822,OFFRE_000822_775cf6ff9b91,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,67,823,OFFRE_000823_e7013e1c4f72,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,67,824,OFFRE_000824_e46729a3a81b,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,67,825,OFFRE_000825_ff965cab9e44,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,136,826,OFFRE_000826_87ad77f0c66b,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,137,827,OFFRE_000827_7559dcfc8d7b,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,69,828,OFFRE_000828_1cc76f2a56c3,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,69,829,OFFRE_000829_08eb6347d8eb,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,67,830,OFFRE_000830_f2e49d327c39,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,69,831,OFFRE_000831_6bd97c286268,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,69,832,OFFRE_000832_692c61b49d56,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,69,833,OFFRE_000833_cf929da672ad,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,68,834,OFFRE_000834_006aa0d8f393,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,68,835,OFFRE_000835_9b8fbd8ec359,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,68,836,OFFRE_000836_2c4e11c56c9c,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,68,837,OFFRE_000837_7479a67075e3,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,138,838,OFFRE_000838_c58a112cc8e2,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,139,839,OFFRE_000839_4530dd00e132,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,70,840,OFFRE_000840_a26d2cd55a96,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,70,841,OFFRE_000841_35dcea3ae093,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,68,842,OFFRE_000842_d9b53a9f6535,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,70,843,OFFRE_000843_cfa752885cb6,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,70,844,OFFRE_000844_2f96ff269963,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,70,845,OFFRE_000845_1e496aa03c9a,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,69,846,OFFRE_000846_e720729d8c9c,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,69,847,OFFRE_000847_c93d9a3fbfda,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,69,848,OFFRE_000848_692532f0a956,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,69,849,OFFRE_000849_a18ea2fbc9b1,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,140,850,OFFRE_000850_4b8e649ead0f,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,141,851,OFFRE_000851_c5776cc69d82,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,71,852,OFFRE_000852_5942f2ac9253,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,71,853,OFFRE_000853_7bb66ee0c897,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,69,854,OFFRE_000854_ff4a20c2f195,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,71,855,OFFRE_000855_b044c45dff24,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,71,856,OFFRE_000856_c6f31a11b790,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,71,857,OFFRE_000857_78febc4827bb,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,70,858,OFFRE_000858_153fb107fece,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,70,859,OFFRE_000859_207c1df5b35c,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,70,860,OFFRE_000860_26bb89449ddd,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,70,861,OFFRE_000861_e3ead06b339a,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,142,862,OFFRE_000862_c4e02eed6831,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,143,863,OFFRE_000863_e71d0cfaf558,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,72,864,OFFRE_000864_2264713aecbd,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,72,865,OFFRE_000865_96f16300efec,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,70,866,OFFRE_000866_d99db1d094cc,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,72,867,OFFRE_000867_44c9c0c3dc31,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,72,868,OFFRE_000868_d0a28284aeff,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,72,869,OFFRE_000869_c4273d766e7f,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,71,870,OFFRE_000870_a184f547cc96,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,71,871,OFFRE_000871_6e1426f3e2f3,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,71,872,OFFRE_000872_ed83b2c5c760,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,71,873,OFFRE_000873_93bff21bbe9c,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,144,874,OFFRE_000874_65d7d610b349,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,145,875,OFFRE_000875_cdd908345721,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,73,876,OFFRE_000876_2bd770e78518,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,73,877,OFFRE_000877_4d3a83a47eec,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,71,878,OFFRE_000878_75ade43d3d98,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,73,879,OFFRE_000879_7e3a5bd3acff,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,73,880,OFFRE_000880_6d4814fd291d,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,73,881,OFFRE_000881_2338cc3d079c,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,72,882,OFFRE_000882_c5295ab40dca,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,72,883,OFFRE_000883_97583ba09c5c,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,72,884,OFFRE_000884_5c8768d93ca0,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,72,885,OFFRE_000885_1dfc8a19ef7c,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,146,886,OFFRE_000886_58437c888d67,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,147,887,OFFRE_000887_51c0798ec270,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,74,888,OFFRE_000888_36233cc2c039,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,74,889,OFFRE_000889_201b93f0e11f,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,72,890,OFFRE_000890_43adf9ac2fb6,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,74,891,OFFRE_000891_6a6b19aa0162,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,74,892,OFFRE_000892_7fd30cce57b8,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,74,893,OFFRE_000893_91c349441b2e,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,73,894,OFFRE_000894_8eb107a500b9,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,73,895,OFFRE_000895_1b17a8dc575d,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,73,896,OFFRE_000896_383d80778d68,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,73,897,OFFRE_000897_d8d3192338bb,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,148,898,OFFRE_000898_395b362f968b,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,149,899,OFFRE_000899_25cc87414e63,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,75,900,OFFRE_000900_ef45ca066b47,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,75,901,OFFRE_000901_728e1935838d,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,73,902,OFFRE_000902_cb7c3a3e46a7,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,75,903,OFFRE_000903_3767572d1cdd,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,75,904,OFFRE_000904_fa8e65450214,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,75,905,OFFRE_000905_4c62c750559d,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,74,906,OFFRE_000906_61c91f51253c,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,74,907,OFFRE_000907_cc383bcfe153,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,74,908,OFFRE_000908_57876ab858f1,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,74,909,OFFRE_000909_2fb7ba8bbb34,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,150,910,OFFRE_000910_22493910197a,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,151,911,OFFRE_000911_36d1ee5c8c58,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,76,912,OFFRE_000912_33042037d45b,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,76,913,OFFRE_000913_04552d6f38c0,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,74,914,OFFRE_000914_fbb2c8421e24,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,76,915,OFFRE_000915_e65f797729df,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,76,916,OFFRE_000916_247791950dee,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,76,917,OFFRE_000917_e39658a64df7,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,75,918,OFFRE_000918_33e05b2c7654,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,75,919,OFFRE_000919_66fbc812c907,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,75,920,OFFRE_000920_56b1f34ea6c0,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,75,921,OFFRE_000921_36a4f5a314ee,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,152,922,OFFRE_000922_8ab1da1e0c02,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,153,923,OFFRE_000923_b37cea7552b8,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,77,924,OFFRE_000924_cf47dcd89bcc,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,77,925,OFFRE_000925_5913cf9e62e4,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,75,926,OFFRE_000926_70dcabfd3269,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,77,927,OFFRE_000927_807f791818fb,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,77,928,OFFRE_000928_d00302b86601,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,77,929,OFFRE_000929_25ec378da334,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,76,930,OFFRE_000930_36162a20bdcc,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,76,931,OFFRE_000931_eb063cd645e5,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,76,932,OFFRE_000932_a22fd2af7cc1,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,76,933,OFFRE_000933_1d4c01c432b9,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,154,934,OFFRE_000934_57932826dd04,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,155,935,OFFRE_000935_39fb7b9f95d5,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,78,936,OFFRE_000936_db302315a382,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,78,937,OFFRE_000937_e4608ae19283,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,76,938,OFFRE_000938_b4b04d83baa2,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,78,939,OFFRE_000939_779b90430c91,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,78,940,OFFRE_000940_715d0fe3ab39,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,78,941,OFFRE_000941_fffb04ad9dc6,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,77,942,OFFRE_000942_e61b2cb2f269,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,77,943,OFFRE_000943_97b8834d1be7,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,77,944,OFFRE_000944_bd0175f3645e,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,77,945,OFFRE_000945_1af860f87560,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,156,946,OFFRE_000946_4581568880be,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,157,947,OFFRE_000947_e9ed55e3b1d4,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,79,948,OFFRE_000948_73807bf49c24,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,79,949,OFFRE_000949_133e3f645bf3,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,77,950,OFFRE_000950_6f5fdb360435,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,79,951,OFFRE_000951_51efe709c06c,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
