duplicate_candidate_key,duplicate_candidate_count,duplicate_candidate_rank,source_row_number,offre_id,titre_poste,employeur,ville_region_raw,secteur_activite_raw,etl_completeness_score
6f12895c03a824d752c5,207,1,17,OFFRE_000017_a380a5f3d501,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,1,18,OFFRE_000018_04777b7ef19e,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,1,19,OFFRE_000019_45e5c3277bbb,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,1,20,OFFRE_000020_8ed6522f59cb,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,1,21,OFFRE_000021_efd1c30b2e8e,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,1,22,OFFRE_000022_92f85fc08b11,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
340d8b5317eee956c3d7,412,1,23,OFFRE_000023_3eb75a636c1b,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,2,24,OFFRE_000024_e99033571d89,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,1,25,OFFRE_000025_5c5917aa0b86,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,1,26,OFFRE_000026_6c3b292c80d3,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,1,27,OFFRE_000027_f9bac18de42a,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,2,28,OFFRE_000028_83ad469d1bff,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,2,29,OFFRE_000029_4b66f35d080d,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,2,30,OFFRE_000030_2fe157321e33,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,2,31,OFFRE_000031_48078f55651e,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,2,32,OFFRE_000032_2b9b98cef432,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,2,33,OFFRE_000033_173a3e335357,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
a872b4975e7aeb22c040,207,2,34,OFFRE_000034_6d978851b11d,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,2,35,OFFRE_000035_9ece0df13907,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,2,36,OFFRE_000036_7649d5d5951c,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,3,37,OFFRE_000037_a2eb55ad557b,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,3,38,OFFRE_000038_d2f58739bc1f,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,3,39,OFFRE_000039_b9343917c565,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,3,40,OFFRE_000040_843b9d176044,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,3,41,OFFRE_000041_fb9953804adb,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,3,42,OFFRE_000042_a0f0c93124b0,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,1,43,OFFRE_000043_fac6e83b95e8,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,3,44,OFFRE_000044_ceff41b32ddc,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,4,45,OFFRE_000045_687cf3ea0682,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,3,46,OFFRE_000046_727cc060b1e2,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,3,47,OFFRE_000047_1d79e95be092,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,3,48,OFFRE_000048_ea9e2ec6d385,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,4,49,OFFRE_000049_bed4bd52107b,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,4,50,OFFRE_000050_a6c7b4e6450b,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,4,51,OFFRE_000051_bf26aa9b5116,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,4,52,OFFRE_000052_bef5a5ea16a1,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,4,53,OFFRE_000053_0ffc450dc6e8,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,4,54,OFFRE_000054_197d15c22f26,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,2,55,OFFRE_000055_7010379876da,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,5,56,OFFRE_000056_0076ddb31b03,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,6,57,OFFRE_000057_080f73289bf8,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,4,58,OFFRE_000058_9ee29fb7dbd4,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,4,59,OFFRE_000059_472ae404f67c,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,4,60,OFFRE_000060_d9fca033a28b,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,5,61,OFFRE_000061_31f101c3bd4b,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,5,62,OFFRE_000062_7447170460c2,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,5,63,OFFRE_000063_5c4059bc29c0,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,5,64,OFFRE_000064_0a4ff4550b40,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,5,65,OFFRE_000065_978e8771947f,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,5,66,OFFRE_000066_63abf6a9d850,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,3,67,OFFRE_000067_2c4d1feba515,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,7,68,OFFRE_000068_8c1f950b7f9b,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,8,69,OFFRE_000069_82732a147a76,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,5,70,OFFRE_000070_dc7b64941066,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,5,71,OFFRE_000071_0c1ee7ff65f6,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,5,72,OFFRE_000072_1d7073008c31,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,6,73,OFFRE_000073_1a380eb4157c,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,6,74,OFFRE_000074_dcb68eb41a17,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,6,75,OFFRE_000075_dec07e945984,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,6,76,OFFRE_000076_3bf4287d48aa,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,6,77,OFFRE_000077_6e7808a315a5,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,6,78,OFFRE_000078_43b44104e190,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,4,79,OFFRE_000079_38885f5842c1,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,9,80,OFFRE_000080_e879ebcb6182,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,10,81,OFFRE_000081_bd98668775f5,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,6,82,OFFRE_000082_13d78b20031a,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,6,83,OFFRE_000083_8b8e0d6cf1be,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,6,84,OFFRE_000084_96ae8b7c7ae7,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,7,85,OFFRE_000085_185c25ccf175,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,7,86,OFFRE_000086_6df3b8e21494,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,7,87,OFFRE_000087_bf45c879b539,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,7,88,OFFRE_000088_def0b37c8334,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,7,89,OFFRE_000089_71168841f0fc,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,7,90,OFFRE_000090_5c6bfe0754ab,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,5,91,OFFRE_000091_84797601e8d2,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,11,92,OFFRE_000092_4f15bc389871,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,12,93,OFFRE_000093_9cec0c74a340,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,7,94,OFFRE_000094_aabc57ec92cd,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,7,95,OFFRE_000095_7fdc9be52dcb,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,7,96,OFFRE_000096_75e9302ad57f,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,8,97,OFFRE_000097_b822bb25b786,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,8,98,OFFRE_000098_fc8066be65a8,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,8,99,OFFRE_000099_1e82e5c950b3,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,8,100,OFFRE_000100_de826547b871,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,8,101,OFFRE_000101_f39f196ba480,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,8,102,OFFRE_000102_87a9ee4df2de,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,6,103,OFFRE_000103_aa0bf863d5e0,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,13,104,OFFRE_000104_0806336141d5,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,14,105,OFFRE_000105_b80e88ab9ce6,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,8,106,OFFRE_000106_aae147aee8a0,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,8,107,OFFRE_000107_b271b6d7baa5,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,8,108,OFFRE_000108_44c4e55d2542,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,9,109,OFFRE_000109_065d6b3a184f,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,9,110,OFFRE_000110_9d62ce2c0ec2,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,9,111,OFFRE_000111_d7689e831521,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,9,112,OFFRE_000112_01e102fe8373,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,9,113,OFFRE_000113_0a2d080776fa,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,9,114,OFFRE_000114_02b28f9fd95c,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,7,115,OFFRE_000115_40aa26073ad0,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,15,116,OFFRE_000116_7384211c697e,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,16,117,OFFRE_000117_d0d70aeec5cb,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,9,118,OFFRE_000118_854d7e4c7331,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,9,119,OFFRE_000119_c5f6ce1064c0,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,9,120,OFFRE_000120_d572dbeb56e1,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,10,121,OFFRE_000121_2322b296d936,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,10,122,OFFRE_000122_c0dfdc092cf1,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,10,123,OFFRE_000123_f2bb335be31f,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,10,124,OFFRE_000124_017d3337f3cc,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,10,125,OFFRE_000125_ec8bbd5d9d26,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,10,126,OFFRE_000126_369808101947,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,8,127,OFFRE_000127_0503f30474a5,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,17,128,OFFRE_000128_994b43bba22c,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,18,129,OFFRE_000129_6d49fb99e2c0,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,10,130,OFFRE_000130_cb0f2073000a,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,10,131,OFFRE_000131_90ddd31b2ec5,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,10,132,OFFRE_000132_84b87828e6cb,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,11,133,OFFRE_000133_17afc8d6bd73,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,11,134,OFFRE_000134_9606ac8283e6,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,11,135,OFFRE_000135_24c50913e6f4,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,11,136,OFFRE_000136_40836da94d81,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,11,137,OFFRE_000137_197ac9cf867f,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,11,138,OFFRE_000138_e904d014e6a0,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,9,139,OFFRE_000139_2f381401d4cd,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,19,140,OFFRE_000140_e436380db08f,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,20,141,OFFRE_000141_347802349a5c,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,11,142,OFFRE_000142_b057a7285453,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,11,143,OFFRE_000143_293fbf0bb8e8,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,11,144,OFFRE_000144_f3f59db61161,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,12,145,OFFRE_000145_c5724bd9c373,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,12,146,OFFRE_000146_4b0e06dc143b,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,12,147,OFFRE_000147_c78d2602fcb6,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,12,148,OFFRE_000148_6fd8f75159dd,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,12,149,OFFRE_000149_3545b495b969,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,12,150,OFFRE_000150_7b927da35b77,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,10,151,OFFRE_000151_8c2e41ecda86,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,21,152,OFFRE_000152_8fbbb8c0ceec,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,22,153,OFFRE_000153_24016e158c49,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,12,154,OFFRE_000154_9daf14962f35,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,12,155,OFFRE_000155_ec2a9096d7b3,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,12,156,OFFRE_000156_22b2faba7ed2,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,13,157,OFFRE_000157_e4e214c4e8ac,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,13,158,OFFRE_000158_d99029712a34,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,13,159,OFFRE_000159_1ab65caa0cdc,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,13,160,OFFRE_000160_d8766056f298,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,13,161,OFFRE_000161_9aed3790bff8,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,13,162,OFFRE_000162_233168aa1894,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,11,163,OFFRE_000163_8bfd06b9e757,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,23,164,OFFRE_000164_8584e15d5d6d,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,24,165,OFFRE_000165_a5f55311fbc5,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,13,166,OFFRE_000166_7e4acdecbf3b,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,13,167,OFFRE_000167_be4d03a4e8ee,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,13,168,OFFRE_000168_73465ab450f2,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,14,169,OFFRE_000169_54a3cfe1622a,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,14,170,OFFRE_000170_fb4c6bf028c4,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,14,171,OFFRE_000171_b2603f370ee3,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,14,172,OFFRE_000172_3c13ceb09013,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,14,173,OFFRE_000173_5e4f68a0216d,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,14,174,OFFRE_000174_14532f03f237,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,12,175,OFFRE_000175_c718a17914fc,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,25,176,OFFRE_000176_5dc4dbb918e0,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,26,177,OFFRE_000177_ebea02e0f196,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,14,178,OFFRE_000178_7530b8bcc8f2,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,14,179,OFFRE_000179_afbd710307b6,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,14,180,OFFRE_000180_9d56dd530a3b,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,15,181,OFFRE_000181_beb6d4d0e9e2,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,15,182,OFFRE_000182_d311a55d3c31,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,15,183,OFFRE_000183_9b7f36d9bf56,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
b8422418f75683615598,206,15,184,OFFRE_000184_d11246866376,Cadre comptable,Non précisé,Limbe / Buea,Finance / Comptabilité,1.0
05b9077590cb0833ed8a,206,15,185,OFFRE_000185_bfb9c2c041a4,Cadre administratif,Non précisé,,Administration / RH,0.875
f1e755172099e42005e8,206,15,186,OFFRE_000186_ebe1892e8c79,"Cadre Sécurité, Hygiène et Environnement",Non précisé,Ngousso,Services / Sécurité,1.0
9286af8e61cb94f04193,206,13,187,OFFRE_000187_e05765da8f6b,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,27,188,OFFRE_000188_c253b5917666,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,28,189,OFFRE_000189_4e5425d6f7e1,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,15,190,OFFRE_000190_374ce5811f99,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
d0f7b6caba540fdebf41,208,15,191,OFFRE_000191_fee14d710196,Scieur,Non précisé,Yaoundé (Ekoumdoum),Industrie / Maintenance,0.75
cf03f4912425c0ffef8b,206,15,192,OFFRE_000192_c0da73e114b9,Agent d'entretien,Non précisé,Yaoundé (Ekoumdoum),Services / Sécurité,0.75
6f12895c03a824d752c5,207,16,193,OFFRE_000193_436ff472b50e,Vendeur en magasin,Non précisé,Limbe / Buea,Commerce / Vente,0.75
84b3a44add9ca0466da3,207,16,194,OFFRE_000194_c548c85cb75d,Cuisinier Domestique,Non précisé,Limbe / Buea,Services / Sécurité,1.0
f005fd4db9d8ea5358d6,207,16,195,OFFRE_000195_237754c9e2db,Employé de Ménage,Non précisé,Limbe / Buea,Services / Sécurité,0.75
9286af8e61cb94f04193,206,14,196,OFFRE_000196_7ebc80542450,Contrôleur du travail,Non précisé,Ngousso,Autre / Non classé,0.75
340d8b5317eee956c3d7,412,29,197,OFFRE_000197_d7653cf17a28,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
340d8b5317eee956c3d7,412,30,198,OFFRE_000198_287793220869,Enseignant du Secondaire,Non précisé,Kribi,Éducation / Formation,0.875
a872b4975e7aeb22c040,207,16,199,OFFRE_000199_9e7cdd2c9ad0,Gestionnaire des ressources humaines,Non précisé,Yaoundé,Administration / RH,1.0
