chunk_id,source,document_title,section_title,subsection_title,chunk_text,chunk_index,chunk_strategy,embedding,tokens,chars
diplomes_p001_c0000,diplomes,Référentiel des Diplômes et Certificats — Cameroun,REPUBLIQUE DU CAMEROUN REPUBLIC OF CAMEROON,,"Paix – Travail – Patrie Peace – Work – Fatherland
************** **************
MINISTERE DE L'EMPLOI ET DE LA MINISTRY OF EMPLOYMENT AND",0,structural,"[-0.085147,0.03384,-0.039697,-0.029356,-0.02901,0.024678,0.026667,-0.047486,0.012084,0.048824,-0.043234,-0.059763,-0.042388,-0.076733,0.013173,0.058402,-0.020994,0.060681,-0.004053,-0.081046,-0.034727,-0.023028,0.008243,-0.087892,0.037872,0.070193,-0.000314,0.044332,0.079798,-0.019235,0.061369,-0.021548,-0.077645,0.005857,-0.030161,0.035741,-0.034445,0.029221,0.039982,-0.081963,0.033542,-0.02844,0.019797,-0.077165,0.005951,0.006427,0.041712,0.071662,-0.059535,-0.084948,0.044166,-0.117769,0.062887,0.026309,-0.015777,-0.013977,-0.003992,-0.035299,0.021587,-0.038399,0.000267,0.001639,-0.099324,-0.010273,-0.012991,-0.030028,0.092192,-0.064112,0.055989,-0.052267,-0.047147,0.003131,0.031346,-0.063128,-0.075331,-0.012509,-0.075015,0.061552,-0.010732,-0.010149,0.018765,0.036948,0.071339,0.000164,0.024335,-0.02728,0.047329,-0.029758,0.023677,-0.032486,0.024113,0.007323,0.180343,0.027004,0.010847,-0.071442,0.060036,-0.018254,0.019974,0.027536,-0.032396,-0.048342,-0.019649,-0.054375,0.046181,-0.010265,-0.019424,-0.014931,-0.002767,0.049613,-0.098675,0.023499,-0.077899,0.025212,0.006371,-0.018268,-0.024955,-0.017711,-0.058918,0.036452,-0.079509,-0.085943,-0.109244,-0.006713,0.045944,-0.042615,-0.008301,0,0.006024,0.029866,0.106472,-0.041891,0.007301,0.054653,0.00265,0.019942,-0.030211,-0.012452,-0.022793,-0.023003,0.026267,0.026105,-0.0216,-0.039097,0.009384,0.038173,-0.006351,0.102271,0.023715,0.000318,-0.05243,0.084631,0.055896,0.087375,0.026712,-0.04654,-0.071535,0.014258,-0.022642,-0.028828,0.010764,-0.01982,-0.034049,-0.001684,-0.032597,0.010814,0.022497,-0.007014,-0.012221,-0.085126,0.094775,-0.012395,0.015538,-0.003343,0.040463,-0.008658,0.080327,0.06732,-0.030489,0.023516,-0.04155,-0.058541,0.022029,0.018638,-0.031364,0.139455,0.051856,-0.054687,-0.015518,-0.049616,-0.00073,-0.021394,-0.061661,-0.013006,0.025876,0.010691,-0.000155,-0.068361,0.010602,-0.016572,0.022889,0.057562,-0.028727,0.145892,0.010855,0.017292,-0.089865,-0.041718,-0.077678,0.00196,-0.069091,-0.120595,0.071903,-0.008178,-0.019356,-0.019784,-0.024844,0.011486,-0.013991,-0.077999,-0.024691,0.022554,-0.004921,8e-06,0.05961,0.072953,-0.086589,0.052655,0.084328,0.041621,-0.017251,0.068634,0.00457,0.100011,0.034992,-0.08287,0.036442,0.076946,-0.080003,0.056239,0.010549,0.020599,-0.028405,-0.030375,-0.004555,-0.030692,-0.028615,0.035595,0.04592,-0.015663,0.087124,-0.051662,-0.02793,-0.004598,-0.03627,-0.013781,-0.060945,0.044828,0.017468,-0.073146,0.030774,0.011293,0.087999,0.008438,-0.024581,-0.011792,0.045266,0.077921,-0.049043,-0.086912,-0.064098,-0.019173,-0.059961,-0.098996,0.066558,0.004343,0.026422,-0.004368,0.091229,0.056459,-0.023008,0.012043,-0.049131,-0.00223,-0.039105,-0.018547,-0.035667,0.092637,0.026267,-0.011702,-0.140901,-0.044629,0.050265,0.08134,-0.004566,-0.053208,-0.00234,0.012614,-0.020198,0.024299,0.050354,-0.063296,0.021473,-0.059405,0.018917,-0.124933,0.002583,-0.073876,-0.042915,0.031027,0.104517,-0.089779,-0.003942,-0.007353,0.034581,-0.033582,-0.025169,-0.041902,0.088944,0,0.098538,-0.062477,-0.036181,0.04708,0.049601,-0.025761,0.010047,-0.069464,-0.095178,0.046528,-2e-06,-0.115773,0.033723,-0.000569,0.062277,-0.011396,-0.016846,-0.009311,-0.005261,-0.052112,0.019667,-0.034104,0.018826,0.0144,0.120864,0.039173,0.120001,0.028068,0.009033,0.067682,0.007725,0.058798,-0.153665,-0.055209,-0.096605,0.034169,0.034542,-0.037808,0.050967,-0.015123,0.010818,0.022538,0.037664,0.013214,-0.109059,0.014297,0.066108,0.012277,-0.027517,-0.066006,-0.030374,0.029874,0.04216,-0.022745,0.000684,0.061581,-0.00677,0.040104,0.042526,-0.026239,-0.000441,-0.04209,0.03014,-0.048621]",17,137
diplomes_p001_c0001,diplomes,Référentiel des Diplômes et Certificats — Cameroun,SECRETARIAT GENERAL SECRETARIAT GENERAL,FORMATION PROFESSIONNELLE VOCATIONNAL TRAINING,"*************** ***************
Projet d’Appui au Développement du Secondary Education and Skills
Secondaire et des Compétences pour la Development Project
Croissance et l’Emploi ***************
************ TECHNICAL COORDINATION OF COMPONENT 2
COORDINATION TECHNIQUE DE LA COMPOSANTE II ************
************
Novembre 2023
Table des matières
LISTE D’ABBREVIATION ET ACRONYMES ..................................................................................... 3
I. INTRODUCTION ............................................................................................................................... 4
II. DEFINITION, OBJECTIF D’UN CNCQ ET TYPOLOGIE DU CNCQ .................................. 4",1,structural,"[0.014907,-0.043721,0.027764,-0.083363,-0.111074,-0.048323,-0.102637,0.036522,0.034497,-0.00059,0.005986,-0.009462,0.028197,0.042171,-0.08445,0.024122,-0.038496,0.066179,0.04446,-0.10624,0.023519,0.009985,-0.059746,-0.003708,-0.051893,0.02353,-0.012043,-0.02963,0.041726,0.105858,-0.019741,-0.11586,-0.034008,-0.002639,-0.082431,-0.02657,-0.003425,0.010646,0.021555,-0.079447,-0.0315,-0.046392,0.004819,-0.067795,0.044208,0.071276,-0.06112,-0.020523,-0.120143,-0.036213,-0.020675,-0.109027,0.005527,-0.025977,-0.00069,0.04578,-0.050517,0.0349,-0.003768,0.015781,-0.035928,0.019982,-0.088278,-0.022178,0.000584,-0.021611,0.007524,0.053303,-0.023182,0.033004,-0.004821,0.004916,-0.021033,-0.064215,-0.036123,0.097492,-0.091401,0.048594,0.055768,-0.083459,0.090626,0.101226,0.01214,-0.035439,0.027022,-0.029842,-0.026775,-0.021083,-0.084118,-0.024655,0.122828,-0.007229,0.051057,0.047236,0.026913,0.083043,-0.038265,-0.024644,-0.007942,0.02738,-0.045731,-0.072029,-0.123022,-0.054414,-0.038696,0.082164,-0.050332,-0.017974,0.029662,-0.140765,-0.01853,-0.010218,-0.092154,-0.101036,0.01637,0.1181,-0.041569,0.045225,-0.030725,0.043512,-0.076484,-0.09189,-0.105481,-0.05167,0.06073,-0.108989,-0.043555,0,-0.034899,0.074783,-0.003742,0.023393,-0.023401,0.005496,0.053765,-0.029841,-0.024057,-0.111581,0.026926,-0.0512,-0.016035,-0.095015,0.017272,-0.014824,0.07563,0.046279,0.052877,0.043348,-0.011374,0.014867,0.067341,-0.022526,0.073209,0.027967,-0.016872,-0.045297,-0.047882,0.031077,-0.039671,-0.009149,-0.09124,0.055478,-0.030942,-0.070448,0.022167,-0.086132,0.011662,0.01012,0.023672,-0.012595,0.046426,0.017032,0.019041,-0.012765,0.0118,0.03189,0.038493,0.016674,-0.026469,-0.03837,-0.018774,-0.085125,0.055603,0.019008,-0.03053,0.026241,0.016284,0.034755,-0.012314,0.039379,-0.111938,0.063051,-0.006122,-0.056899,-0.050066,-0.051554,0.066792,-0.027936,0.059024,0.014813,-0.031148,-0.013016,0.057217,-0.035892,0.039213,-0.036288,-0.041747,-0.015073,-0.032864,0.062983,-0.001355,-0.060149,0.04946,-0.07913,-0.041748,0.052174,0.055654,0.075246,-0.030635,-0.05095,0.002159,0.11976,0.04101,7e-06,0.074709,0.062114,-0.014107,-0.028294,-0.022172,0.070503,-0.031546,-0.105181,-0.047259,-0.017652,0.073327,0.026017,-0.055061,0.02157,0.04903,-0.07563,-0.044425,-0.005494,0.005211,-0.031733,0.051009,-0.02546,-0.034314,0.026315,-0.026705,-0.041851,0.031222,-0.003708,0.032558,0.093785,-0.058265,-0.097495,-0.077176,0.033197,-0.019828,-0.007557,0.000446,-0.067174,-0.026153,0.033549,-0.034168,0.051425,0.068709,0.029586,-0.017303,-0.068503,0.083883,0.044387,-0.048829,-0.077574,0.054588,-0.028437,-0.073092,-0.075667,0.017769,0.069219,0.036014,-0.002927,-0.068621,-0.012495,0.033939,-0.019396,-0.03088,0.050268,-0.003138,0.005719,-0.057101,0.116651,-0.001703,0.108993,-0.034199,0.016176,-0.022023,-0.040569,0.011037,0.023418,-0.000532,0.018628,-0.005019,0.001547,-0.024999,0.046349,0.000213,0.008295,-0.033091,-0.024192,0.029238,0.01143,0.011594,-0.019037,0.036681,-0.028938,0.095174,-0.004371,-0.016673,1e-06,-0.000764,-0.039438,-0.01271,0.01876,0.011385,-0.04546,-0.055733,0.004193,-0.019504,0.088486,-0.083344,-0.050249,0.028825,-0.071557,-0.028967,0.076161,-0.006269,0.001142,-0.0395,-0.070234,-0.028895,-0.069638,-0.064381,0.0085,0.001242,-0.14861,0.018687,0.003948,-0.037665,0.064224,0.038379,-0.062919,-0.033502,-0.023105,0.038049,-0.01106,0.015358,0.013295,0.039422,-0.056905,-0.017716,0.039122,0.054935,0.053213,0.038661,0.018665,0.017021,-0.115898,0.037244,-0.03442,-0.051678,0.015297,-0.033394,-0.056382,0.069399,0.067322,0.037507,-0.061726,-0.028104,-0.034264,-0.021428,0.052494,0.009766,0.022375]",58,708
diplomes_p002_c0002,diplomes,Référentiel des Diplômes et Certificats — Cameroun,1. Les objectifs d’un CNCQ .................................................................................................................... 5,SECRETARIAT GENERAL SECRETARIAT GENERAL,"III. STRUCTURE ET PRINCIPALES CARACTERISTIQUES DU SYSTEME
D'EDUCATION DU CAMEROUN ..................................................................................................... 13
Formation professionnelle (sous la tutelle du MINEFOP)................................................................. 15
VI. DESCRIPTION DETAILLEE DU CADRE NATIONAL DE CERTIFICATION ET DE
QUALIFICATION .................................................................................................................................... 16
Passerelles entre les différents systèmes de certification ........................................................................ 17
V. DESCRIPTEURS DE NIVEAUX DU CADRE NATIONAL DE CERTIFICATION ET DE
QUALIFICATION CAMEROUN ........................................................................................................... 19
1.La dimension verticale.......................................................................................................................... 19",2,structural,"[-0.040952,0.027925,0.034104,-0.086492,-0.126393,-0.01382,-0.077687,0.034472,-0.02051,0.083666,-0.032266,0.012059,0.030485,0.010077,-0.092454,0.042204,-0.004906,0.06998,-0.045587,-0.051019,-0.010395,0.017827,-0.103544,-0.027887,-0.035761,-0.005069,0.003946,-0.016715,0.051753,0.046101,0.013879,-0.097012,-0.044706,0.013419,-0.020143,-0.042702,0.016686,-0.075835,-0.019952,-0.038935,0.011073,-0.03426,0.006881,-0.014882,0.026345,0.09901,-0.095756,-0.031338,-0.118797,-0.093095,-0.023634,-0.038486,-0.024497,0.036839,-0.058078,0.010057,-0.0173,-0.053509,-0.08462,0.057392,-0.116373,0.067857,-0.030857,0.038368,0.042202,0.027525,-0.003263,-0.019259,0.033034,0.041403,0.044982,-0.027819,-0.036776,-0.030159,-0.062657,0.052242,-0.074628,0.095228,0.038533,-0.11578,0.059755,0.031288,-0.028965,0.000604,0.067997,-0.018316,-0.058877,-0.015295,-0.056569,0.000761,0.109579,0.00097,0.034315,0.02361,0.060221,0.00314,0.045492,-0.000421,0.01028,0.060533,-0.012536,-0.00114,-0.097064,0.016365,-0.07094,0.031749,-0.012319,-0.028426,-0.031129,-0.177413,-0.098236,0.018075,-0.082986,-0.066136,-0.013197,-0.018148,0.019953,0.030349,-0.015839,0.005938,-0.034442,-0.049908,-0.081754,-0.029226,0.039135,-0.103202,-0.088154,0,-0.085941,-0.039904,0.051969,-0.05027,-0.084936,0.085217,0.048098,-0.026563,0.03263,-0.04866,-0.030358,-0.046524,0.025718,-0.059241,0.009673,0.053778,-0.013293,0.031036,-0.082048,0.048495,0.05556,0.010233,0.02456,0.0506,0.003854,0.024252,-0.1014,-0.049313,-0.029799,-0.004759,0.008249,-0.044337,-0.116261,0.005868,-0.039016,-0.027368,0.1023,0.006085,0.045565,-0.034093,-0.011423,-0.010463,0.079181,0.030316,-0.02859,0.063179,-0.04552,-0.031713,-0.025033,-0.020144,-0.0254,-0.071271,-0.010867,-0.141159,0.046186,-0.051068,0.001827,0.123232,-0.074194,0.036849,-0.009631,-0.016261,-0.098366,0.021605,0.039633,-0.047187,-0.042583,-0.037333,0.078094,-0.061279,0.03466,0.073807,-0.097825,0.016483,-0.011109,-0.073031,0.022497,-0.026886,-0.036535,-0.0496,-0.022443,0.022519,-0.040505,-0.085047,0.021318,-0.045718,0.0147,0.008522,0.007061,0.021066,0.046854,-0.077875,0.060308,0.08236,-0.011505,2.2e-05,0.021306,0.099421,-0.062253,0.010839,-0.0272,0.071832,-0.066245,-0.055772,-0.039641,6e-05,0.074107,0.04768,-0.012037,0.031796,0.008491,-0.078326,-0.078512,-0.039303,-0.037428,0.019403,0.028591,0.059039,-0.055055,0.028944,-0.036013,-0.034406,-0.040877,-0.001421,0.017793,0.000608,-0.085595,-0.043644,-0.125566,0.032178,0.003672,-0.05096,0.025463,-0.026594,-0.046538,0.031063,-0.050667,0.051859,-0.005923,0.117101,0.013276,-0.038479,0.016151,0.018839,-0.086781,-0.03013,0.033302,-0.062853,0.01392,-0.047589,-0.002247,0.024109,0.029911,-0.042383,-0.090144,0.006339,0.023308,0.026347,-0.099018,0.004468,-0.003905,0.009348,-0.056523,0.060818,-0.013631,0.014165,-0.019094,-0.022117,0.011538,-0.035482,0.042601,0.023738,-0.054005,0.017268,0.004871,-0.018789,-0.092955,-0.02683,-0.006085,-0.019194,-0.032443,-0.108065,0.074154,-0.035369,0.043501,0.018247,0.030224,-0.031199,0.058911,-0.004621,0.002261,1e-06,0.008244,-0.081025,-0.048102,0.042554,0.025949,-0.01748,-0.016046,0.022193,-0.056455,0.108462,0.055399,-0.044947,-0.004511,-0.031284,0.002082,0.021637,-0.038106,0.024474,-0.035601,-0.048987,-0.052323,-0.049707,-0.092487,-0.025999,0.049842,-0.066211,0.034051,0.023064,-0.041539,0.117446,0.041275,-0.000942,0.023224,-0.012348,-0.000127,0.001156,0.039453,0.082129,0.008623,-0.03,-0.048088,0.023112,-0.020582,0.046057,0.016903,-0.011276,-0.023292,-0.038898,0.089159,-0.022722,-0.061557,-0.07215,-0.050705,-0.072943,0.012615,0.022269,0.05987,0.007867,-0.052765,-0.056222,-0.034889,0.084318,0.017915,0.028726]",59,1013
diplomes_p002_c0003,diplomes,Référentiel des Diplômes et Certificats — Cameroun,4. Volume de travail ................................................................................................................................ 21,3. Structuration ........................................................................................................................................ 20,"VI. CONCLUSION .............................................................................................................................. 22
1
2
LISTE D’ABBREVIATION ET ACRONYMES
ACQF African Continental Qualification Framework
BEP Brevet d’Etudes Professionnelles
BEPC Brevet d’Etude du Premier Cycle
CAP Certificat d’Aptitude Professionnelle
CEC Cadre Européen de Certification
CEP Certificat d’Etudes Primaires
CQP Certificat de Qualification Professionnelle
CNCQ Cadre National de Certification et de Qualification
DCTP Développement des Compétences Techniques et Professionnelles
DQP Diplôme de Qualification Professionnelle
DT Diplôme de Technicien
DTS Diplôme de Technicien Spécialisé
EFTP Enseignement et Formation Techniques Professionnels
GCE O level General Certificate of Education Ordinary level
GCE A level General Certificate of Education Advanced level
MINADER Ministère de l’Agriculture et du Développement rural
MINEDUB Ministère de l’Education de Base
MINEFOP Ministère de l’Emploi et de la Formation Professionnelle
MINESUP Ministère de l’Enseignement Supérieur
MINEPIA Ministère des Pêches et de l’Industrie Animale
MINPROFF Ministère de la Promotion de la Femme et de la Famille
Projet d’Appui au Développement de l’Enseignement du Secondaire et des
PADESCE
Compétences pour l’Emploi
SND30 Stratégie Nationale de Développement 2020-2030
VAE Validation des Acquis de l’Expérience
3
I. INTRODUCTION
Pour accompagner les efforts d’industrialisation du Cameroun, le Gouvernement, à travers la
Stratégie Nationale de Développement (SND30) et dans le sillage de la loi n° 2018/010 du 11 juillet
2018 régissant la Formation Professionnelle, envisage de structurer sa politique de développement
du capital et du bien-être humains autour d’un certain nombre d’axes dont celui de l’éducation, de la
formation et de l’employabilité. L’enjeu pour les dix prochaines années étant d’investir suffisamment
et de manière efficiente sur l’amélioration des compétences et de l’employabilité des personnes
actuellement actives mais sans réel potentiel et exclues du marché du travail.
A ce titre, le Gouvernement entend renforcer son dispositif de gouvernance de formation et de
développement de compétence à travers la mise en place d’un Cadre National de Certification et de
Qualification. Pour y parvenir, le Gouvernement bénéficie d’un financement de la Banque mondiale
dans le cadre de la mise en œuvre du Projet d’Appui au Développement de l’Enseignement
Secondaire et des Compétences pour la Croissance et l’Emploi (PADESCE), de manière à renforcer
les capacités institutionnelles du système de développement des compétences.
Amorcée depuis 2021 dans la cadre du projet PADESCE, la finalisation du processus d’élaboration
du CNCQ Cameroun a débuté par la mise en place des équipes de travail. Ces équipes ont produit le
premier draft du document projet du CNCQ sur la base de la recherche documentaire, la collecte et
l’analyse des données et des sources, des résultats des enquêtes men",3,structural,"[0.087281,-0.001848,-0.049079,-0.076442,-0.097023,-0.01522,0.042677,0.0643,0.006201,-0.048561,0.026679,-0.067222,0.049443,0.066751,-0.070661,-0.041439,-0.04881,0.073324,-0.095712,-0.040337,0.081277,-0.006437,-0.082446,-0.074666,0.01623,0.025404,0.026862,-0.033023,0.044385,-0.032763,0.013695,0.003886,0.051651,-0.040966,-0.038498,-0.147145,-0.0754,-0.035811,-0.008409,-0.005479,0.016857,-0.00667,0.033305,0.030782,-0.050132,0.00317,-0.057341,0.000193,0.032197,-0.026643,0.050531,-0.05547,-0.050434,0.076949,-0.039912,-0.037805,-0.044493,-0.003046,-0.003619,0.012444,-0.030726,0.063387,0.008628,-0.007796,0.062691,0.012228,-0.047124,-0.018626,-0.087448,0.024011,-0.001135,0.089344,0.056721,-0.057522,0.012758,-0.002732,-0.033648,-0.033332,-0.045195,0.06441,0.028094,0.019789,-0.089171,0.059611,-0.050049,-0.007235,-0.019443,-0.108802,-0.0689,-0.017921,0.002601,0.017274,-0.12203,0.028296,0.020315,0.029129,0.026514,-0.020084,0.045829,0.003955,-0.053601,0.010674,-0.090837,0.024341,-0.001941,0.017849,-0.037352,0.099695,-0.103392,0.029514,-0.007997,-0.076095,-0.034153,0.022866,0.11692,0.017446,0.019663,0.057004,-0.027557,-0.025319,0.024475,0.042849,0.019851,-0.036739,-0.031772,-0.069992,-0.035111,0,-0.068709,-0.051823,0.02037,0.042466,0.035379,0.004783,-0.06431,-0.004866,-0.000986,-0.045365,-0.041268,-0.048159,0.03732,0.00207,-0.043044,-0.011597,0.088026,0.058899,-0.043249,-0.031406,-0.011042,0.035713,-0.043899,0.058583,-0.035136,-0.020807,0.02211,-0.036153,-0.045949,-0.00871,-0.03236,0.101728,-0.056831,-0.001576,0.03248,-0.00954,-0.028587,0.017283,-0.010205,-0.003203,-0.059245,0.024681,0.073915,0.01277,0.008054,0.007458,-0.056564,0.006605,-0.03404,0.020686,-0.026232,0.033932,-0.008599,-0.029487,0.042402,-0.012648,0.006932,0.040058,-0.053762,0.032019,-0.046255,0.062641,0.007816,-0.028578,0.032671,0.052867,-0.075617,-0.175221,0.0201,-0.032386,-0.007067,-0.007246,0.022107,-0.012938,-0.025995,-0.060063,0.058448,-0.003783,0.031809,-0.048274,-0.026926,0.023142,0.00483,-0.031963,-0.040918,-0.01275,0.020755,-0.064502,0.007425,-0.040549,-0.036264,-0.076887,-0.037,-0.13112,-0.035717,1.4e-05,0.048493,0.042462,-0.05885,0.060089,-0.029169,0.061779,0.034559,0.09724,0.01376,0.054603,0.147215,0.084531,-0.065313,-0.072648,0.090869,0.053115,0.010357,-0.031123,-0.058524,-0.02957,-0.065675,0.042081,-0.000957,0.053841,-0.08357,-0.068696,0.002829,-0.080553,-0.089105,0.033984,-0.065734,-0.025896,-0.029831,0.035591,-0.020428,-0.065592,0.102957,-0.001955,-0.016318,-0.115955,-0.026155,0.035939,0.126612,0.040735,-0.057628,-0.025321,0.116175,0.000553,-0.038958,-0.006314,0.071497,-0.083102,-0.004954,-0.042556,0.048089,0.068492,-0.01861,-0.029044,-0.019913,-0.035072,-0.034193,-0.107978,0.025351,-0.028696,-0.055734,-0.036223,-0.031994,0.031043,0.017491,-0.019266,0.054332,0.037633,0.045331,-0.003404,-0.034101,-0.06498,-0.054312,-0.044298,-0.070558,-0.013134,-0.139661,0.079205,0.01998,-0.041981,0.043748,-0.183023,0.050209,0.025508,-0.008832,0.037033,-0.009651,0.122795,0.012213,-0.068605,0.092555,1e-06,-0.018903,-0.018468,-0.043565,0.010581,0.008992,0.000689,0.072636,0.049213,0.025917,0.032184,0.014297,-0.010799,-0.041019,-0.025069,0.026324,0.042506,-0.054913,-0.041179,-0.052865,-0.097942,-0.037597,0.006794,-0.078318,-0.040063,0.06408,-0.033474,0.006896,-0.03334,-0.02932,-0.034626,0.080765,0.026053,0.007762,-0.03598,0.012875,-0.058783,0.019709,0.043499,-0.083436,0.032559,-0.091695,-0.052423,-0.023534,0.035767,0.008247,-0.004015,-0.015423,0.013849,-0.070053,-0.001102,-0.043916,0.123965,0.01723,0.0069,0.006525,-0.055529,-0.041904,0.027588,-0.016161,-0.018562,-0.023188,0.053057,0.013769,-0.020124]",444,3000
