entity_kind,entity_id,label_fr,pc1,pc2
COMPETENCE,http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78,principes d’ingénierie,-0.08527227418718267,-0.05921714302065129
COMPETENCE,http://data.europa.eu/esco/skill/112a2d79-fff0-4b9b-92e9-7fe40cd6104b,audiométrie,-0.0963992166458731,-0.001134045000920819
COMPETENCE,http://data.europa.eu/esco/skill/c2fddf67-6b53-4cd4-8483-82e97e0f2a81,évaluer l’hygiène en milieu industriel,-0.30385360215829493,0.0030761028994410996
COMPETENCE,http://data.europa.eu/esco/skill/790a0f2a-5250-4b6b-a013-c23160fcea65,interagir verbalement en pendjabi,-0.04221703501918948,-0.2268532977268485
COMPETENCE,http://data.europa.eu/esco/skill/694f1a0a-b6bd-453f-af6d-a833503da307,gérer une base de données météorologiques,-0.19798890105852873,-0.2813418987546469
COMPETENCE,http://data.europa.eu/esco/skill/31c7add0-0150-4029-bf33-47872c23fcf1,tenir à jour un inventaire de fournitures de bureau,-0.12060107856460847,-0.055784803110261294
COMPETENCE,http://data.europa.eu/esco/skill/a9441b7f-6917-4d42-8d1c-88bd1784d3da,assurer le bien-être d’étudiants,0.05931212073622099,-0.12315520508553023
COMPETENCE,http://data.europa.eu/esco/skill/5ef0c719-5bcb-49f8-b8eb-824388225333,utiliser la programmation de scripts,0.10982256419589471,0.06257583707410189
COMPETENCE,http://data.europa.eu/esco/skill/d09b3fbb-6677-4f5d-9430-b51e7635bba4,effectuer l’avitaillement,-0.32478993913125703,-0.1280825633137024
COMPETENCE,http://data.europa.eu/esco/skill/ee46e1d3-a52c-4113-aab9-38dbc907085d,protocoles de consensus pour les technologies de registres distribués,0.013054502540400723,0.05993730036596038
COMPETENCE,http://data.europa.eu/esco/skill/8c8da904-cdb3-47d9-bfbf-15ade747d9ec,travailler en équipe dans le secteur d l’hébergement de loisirs,-0.03937803465159461,-0.18018012601703348
COMPETENCE,http://data.europa.eu/esco/skill/52cf3037-ab53-4806-85ed-7fd21ea7f6a1,Groovy,0.1877260593259949,0.011638396755125653
COMPETENCE,http://data.europa.eu/esco/skill/397da142-ab35-48fe-b154-7c38f447adfb,systèmes numériques,-0.03694697276664304,-0.08124415508710352
COMPETENCE,http://data.europa.eu/esco/skill/2abfac2e-ad51-49fd-bbed-34953c95ab20,superviser la planification de systèmes de sécurité,0.15197483135026446,0.050271481212980765
COMPETENCE,http://data.europa.eu/esco/skill/76b936e6-7e67-43d4-9a01-c0f4a6df2050,réviser des textes traduits,0.036735910624764466,-0.08986321221821997
COMPETENCE,http://data.europa.eu/esco/skill/2f4cdc7e-d98d-4e6c-9811-3dc28255c7ff,entreprise sociale,0.037531085883217,-0.0690080098578867
COMPETENCE,http://data.europa.eu/esco/skill/c3fb1757-a529-4336-8898-4e96cd99f95f,utiliser du matériel d’analyse chimique,-0.2628556440576757,-0.034915012390185594
COMPETENCE,http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,collecter des données,-0.13933104370224667,-0.19792170099559023
COMPETENCE,http://data.europa.eu/esco/skill/bc5deb5a-5b54-4241-b52e-68389d9a1e92,dessiner des croquis d’architecture,0.0635561386452686,-0.2083238557638636
COMPETENCE,http://data.europa.eu/esco/skill/d28bf3f7-4659-4405-9979-b1270c4c4322,gérer la ventilation d’un four,-0.266474854913531,-0.142234479575738
COMPETENCE,http://data.europa.eu/esco/skill/301bcf97-4444-461d-82a5-78f3830f9185,repérer des talents,0.010056680406402854,-0.3392357141363353
COMPETENCE,http://data.europa.eu/esco/skill/936a42f0-a586-4595-9e47-ca93210761fd,traiter les réservations,-0.02445974394672662,-0.2938935386329809
COMPETENCE,http://data.europa.eu/esco/skill/ed5fab0c-e68c-4205-adfb-34b578a7fbba,préparer les expéditions dans les temps,-0.15224747339021957,-0.1667273150697189
COMPETENCE,http://data.europa.eu/esco/skill/afdb41dd-5dd5-4fbb-bf9e-e041422698b4,coordonner des activités opérationnelles,0.023410445608405828,-0.026359482713030118
COMPETENCE,http://data.europa.eu/esco/skill/89cd5be3-b045-4172-82a3-f23b9faca79d,rédiger un projet de brevet,-0.16493619400046075,-0.30995753893262623
COMPETENCE,http://data.europa.eu/esco/skill/38a5c459-c591-4f76-a358-37de342bb11d,offres d’emploi,-0.18059487171393576,-0.1798355069577349
COMPETENCE,http://data.europa.eu/esco/skill/910d3486-db3e-40ec-a632-fea4db55dc59,utiliser un vérin hydraulique de levage,-0.28317101302077313,-0.18729272294362587
COMPETENCE,http://data.europa.eu/esco/skill/0a34aa62-441b-4aa4-ab21-db70656f0878,utiliser un four en brique,-0.2236998820047265,-0.07880735493098898
COMPETENCE,http://data.europa.eu/esco/skill/726800bd-0ce5-401c-a13f-2388ab5df796,maintenir la propreté dans des vestiaires,-0.2060028939257212,-0.1332613417259276
COMPETENCE,http://data.europa.eu/esco/skill/bbff1ad2-cdb9-4def-9c16-1d36af146a30,stades de développement normal,-0.12346358214753217,-0.20985035094805474
COMPETENCE,http://data.europa.eu/esco/skill/351e3f8f-4631-412d-963f-25b5fd4efe48,tenir des registres d’opérations d’exploitation minière,-0.16710458078062454,-0.1348692838295262
COMPETENCE,http://data.europa.eu/esco/skill/63e9ebb3-3089-4692-80ed-76b9026c52c7,fournir des soins chiropratiques maternels,-0.18808063551003776,-0.0033974063782959696
COMPETENCE,http://data.europa.eu/esco/skill/ec112344-c88b-444a-be66-3e39781bad38,patinage sur glace,-0.16050448415792845,-0.22561769437982396
COMPETENCE,http://data.europa.eu/esco/skill/972465ce-3f6a-45c2-9a79-98b9ce97bdd2,réaliser un examen dentaire clinique,-0.16387302033976311,-0.039693702290949734
COMPETENCE,http://data.europa.eu/esco/skill/e2d0daae-2aa1-40cc-99e2-b340b02f97d3,gestion des données produit,0.0008159077827756533,-0.1067392582032731
COMPETENCE,http://data.europa.eu/esco/skill/76907859-b798-4683-8d22-ed364a38e7aa,utiliser des tenailles de forge,-0.08855356407090591,-0.0020287443124751897
COMPETENCE,http://data.europa.eu/esco/skill/b92e3a3d-f714-46a1-ba6b-5dd44bc50fba,évaluer les taux d’hydrogénation d’huiles comestibles,-0.26359252786981374,-0.2249863388950411
COMPETENCE,http://data.europa.eu/esco/skill/2704b00a-5d70-40ad-997d-212b323fb32d,comprendre le turc écrit,-0.01913480362528597,-0.28854165686812183
COMPETENCE,http://data.europa.eu/esco/skill/9eb2cbeb-1501-455a-a82b-402857bb1fb8,appareil reproducteur des animaux,-0.2518891581675653,-0.15396933440627303
COMPETENCE,http://data.europa.eu/esco/skill/4327690a-e639-4b58-98b5-d078d6b90b07,faire de l'improvisation,-0.008943027338719857,-0.2964495159249043
COMPETENCE,http://data.europa.eu/esco/skill/8fea133a-8e3d-4ae6-89b6-94961445ee85,assurer une bonne pression de gaz,-0.2403535420760281,-0.004514734461975771
COMPETENCE,http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68,processus d’innovation,0.02674676608945901,-0.19492683024755164
COMPETENCE,http://data.europa.eu/esco/skill/7fafdbcc-01e5-41df-b269-37dffc49c678,esthétique d'une pièce,-0.2002461471777893,-0.32063758258596214
COMPETENCE,http://data.europa.eu/esco/skill/c0741fed-6b1f-4f1e-8c68-68393cfe67aa,procédures de nettoyage de trains,-0.10517091704518146,-0.12892399992354778
COMPETENCE,http://data.europa.eu/esco/skill/7814e88f-c133-4c3b-b27f-857afa145d42,législation sur la sécurité des TIC,0.18112651951895972,0.06764517856567524
COMPETENCE,http://data.europa.eu/esco/skill/b43e06ef-2f3e-496b-8ea4-4dbf68109183,gérer les demandes de nouveaux produits,-0.16730705197265608,-0.2607000358945495
COMPETENCE,http://data.europa.eu/esco/skill/741ef95e-f1cf-4cf4-a021-b293e25eb005,interagir verbalement en maltais,-0.019240041980786195,-0.2091333346044041
COMPETENCE,http://data.europa.eu/esco/skill/0a9244d7-00a9-46d6-8ea9-77a63567522b,envoyer des convocations,0.035664595757513115,-0.13861679769223662
COMPETENCE,http://data.europa.eu/esco/skill/d205b276-7f2b-4831-b22b-01427cb53f36,sélectionner des artistes musicaux,0.02323835759568262,-0.20757825606630403
COMPETENCE,http://data.europa.eu/esco/skill/156f8c5b-894a-4ccc-a70e-37a2726f3f00,travailler de façon ergonomique,-0.0980805305582912,-0.20263436880664268
COMPETENCE,http://data.europa.eu/esco/skill/666e7d29-247b-4032-a3ce-8ee27554a044,droit douanier,-0.01857824164286801,-0.25462564053252157
COMPETENCE,http://data.europa.eu/esco/skill/3ed71257-d3ca-4ccf-96ae-3b448da8c6d3,utiliser des équipements de signalisation,-0.039534291226465096,-0.07691026175706754
COMPETENCE,http://data.europa.eu/esco/skill/138e45b0-8825-4647-97f9-60addea47f7e,planifier des effets pyrotechniques,-0.08354401328930722,-0.0874126673759968
COMPETENCE,http://data.europa.eu/esco/skill/297c8dc3-0417-413b-8905-c4590ab8036f,rédiger des rapports sur les défauts des rails,-0.07927466815530694,-0.0953974046433476
COMPETENCE,http://data.europa.eu/esco/skill/3982571a-e9ce-442a-a4a0-fdfc97727091,tenir une caisse,0.012731905735633771,0.028469483604361218
COMPETENCE,http://data.europa.eu/esco/skill/aafb8d62-1592-4488-bd40-7bdfb751ff98,gérer le retour de biens loués,-0.19069043110821407,-0.29723730148947514
COMPETENCE,http://data.europa.eu/esco/skill/e43ecf07-e89c-4a1e-8ef9-78c68b7f91e9,approvisionnement en produits chimiques colorants,-0.17518951954750514,-0.2041291914587134
COMPETENCE,http://data.europa.eu/esco/skill/95760903-58e9-4194-842a-a24e0af43074,présenter des demandes d'indemnisation auprès de compagnies d'assurance,0.11873076653709404,-0.10799931213206382
COMPETENCE,http://data.europa.eu/esco/skill/d98c1a49-4616-4500-9109-05e445b705cf,utiliser des techniques de pliage du métal,-0.15755381594057277,-0.020517661578985456
COMPETENCE,http://data.europa.eu/esco/skill/f2ce1560-2a29-41e9-b81b-bbe1554202d8,appliquer des techniques de piquage,-0.2197581737559567,-0.0563329274895916
COMPETENCE,http://data.europa.eu/esco/skill/3c03ee71-4a23-448f-b79e-81fd75d27dca,appliquer la gestion du changement,0.023815608796547417,-0.1972783641123022
COMPETENCE,http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b,faire une présentation en direct,-0.08057644659151038,-0.3120478462611427
COMPETENCE,http://data.europa.eu/esco/skill/97b23993-8836-4e66-9092-19c7b3324e5f,effectuer l'analyse d'une marque,-0.0488993368595893,-0.13386730961585103
COMPETENCE,http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d,consulter les clients d'une entreprise,0.10123640106595742,-0.219262278428997
COMPETENCE,http://data.europa.eu/esco/skill/65ca5e3c-940c-46b2-b277-aff394cfdd4c,établir des priorités quotidiennes,-0.014005410014698015,-0.24074946161228433
COMPETENCE,http://data.europa.eu/esco/skill/1f1d2ff8-c4c1-45cc-9812-6a7ee84a73cb,diriger une équipe,-0.07539774678432928,-0.31589279271259785
COMPETENCE,http://data.europa.eu/esco/skill/660060e4-c418-4049-836b-beade5f8a4a8,élaborer un budget annuel de marketing,-0.13289499321726758,-0.17446617626396563
COMPETENCE,http://data.europa.eu/esco/skill/78521a78-d0b6-41ca-ae11-d1af9da8a3cb,sciences agroalimentaires,-0.058881955242294275,0.011697017508296874
COMPETENCE,http://data.europa.eu/esco/skill/f5f776fa-0a89-4fad-bb4a-87f2b254ae73,clarifier de l’huile par ébullition,-0.35514887888606855,-0.08206654070025397
METIER,http://data.europa.eu/esco/occupation/76884a72-d8b8-4819-bd40-71d6420a9a42,coordonnateur de jury de cour/coordonnatrice de jury de cour,0.027089445489409118,-0.06183292845287861
METIER,http://data.europa.eu/esco/occupation/d8ed1703-9c03-4ea0-83cc-b6169bc54ffd,assistant ressources humaines/assistante ressources humaines,0.05385683337060463,0.01884165576873838
METIER,http://data.europa.eu/esco/occupation/a1cf1406-3632-494c-bff3-0bd5d5327d8f,agent recenseur/agente recenseuse,0.07865021870775525,-0.10890035075153223
METIER,http://data.europa.eu/esco/occupation/ac7c07d1-bc11-4f19-bca5-e468e9b1a53c,spécialiste des travaux en hauteur du bâtiment,-0.21202912342600808,0.08751737954471521
METIER,http://data.europa.eu/esco/occupation/22f86890-f68b-402f-a711-3e6df4913271,dactylographe,-0.033829936620789675,-0.16668260479240202
METIER,http://data.europa.eu/esco/occupation/9ae8251e-cb8e-4324-9d77-d967d43e6b46,opérateur de purification des graisses/opératrice de purification des graisses,-0.13818621613151835,0.017080556537788855
METIER,http://data.europa.eu/esco/occupation/acb6b99a-6c13-482a-81b1-8b5614e0153e,technicien plateau/technicienne plateau,0.03453763540606287,-0.0430276890657183
METIER,http://data.europa.eu/esco/occupation/41a51397-089d-459d-9b7e-f1cdee5ad6bb,peintre décorateur/peintre décoratrice,-0.17497289731320953,-0.20965920622025025
METIER,http://data.europa.eu/esco/occupation/02b5b7b0-b856-4ac7-924c-8c35c7880b2a,enduiseur industriel/enduiseuse industrielle,-0.23444704246945017,0.053698766418333696
METIER,http://data.europa.eu/esco/occupation/ec0e64c9-6d9b-4a9f-a022-a418f3b381fe,céramiste,-0.03822142354675916,-0.050098977073120915
METIER,http://data.europa.eu/esco/occupation/59c724f9-0cfe-4d51-8a7f-9ee182d9e2c2,professeur en langue des signes/professeure en langue des signes,-0.04279230359692688,-0.15862387706694608
METIER,http://data.europa.eu/esco/occupation/03b9d7c4-9590-4e0d-97a7-470254e165d4,vendeur en bricolage/vendeuse en bricolage,-0.14344840030194103,-0.1170438553757954
METIER,http://data.europa.eu/esco/occupation/16811760-fb2d-42cf-912d-2215f085898f,opérateur sur machine à découper au plasma/opératrice sur machine à découper au plasma,-0.2232434062683053,0.003441060993993051
METIER,http://data.europa.eu/esco/occupation/e52b5707-7097-4dbc-ac61-054e917da241,dentiste,-0.19012131239480984,0.07017856342858218
METIER,http://data.europa.eu/esco/occupation/114e1eff-215e-47df-8e10-45a5b72f8197,conseiller en énergies renouvelables/conseillère en énergies renouvelables,-0.006153344227389439,0.021136716158516124
METIER,http://data.europa.eu/esco/occupation/7309ab2d-e2ba-4ccb-b658-6b0a8bd8c4eb,opérateur de touraillage du malt/opératrice de touraillage du malt,-0.2600141007198018,-0.08249380533332663
METIER,http://data.europa.eu/esco/occupation/f2ee2cda-9d02-49c3-8280-da5892d0055b,électricien d’éclairage public/électricienne d’éclairage public,-0.10082559546421244,0.02889535715416308
METIER,http://data.europa.eu/esco/occupation/5d549551-d94a-4e98-8444-d6608d70c8d8,chef de chantier de forage,-0.1172768299644,-0.12433567671930627
METIER,http://data.europa.eu/esco/occupation/7591db5b-ee01-4b6b-b626-ddaf892458d4,intervenant psychosocial/intervenante psychosociale,-0.07091673487326315,-0.052999543057741925
METIER,http://data.europa.eu/esco/occupation/9b51a2d2-999a-43a6-a814-63dd30a585fa,inspecteur de l’éducation nationale/inspectrice de l’éducation nationale,0.18839907923725824,-0.00945072077425114
METIER,http://data.europa.eu/esco/occupation/ebe936e2-64e7-4777-94d6-42caa5a12409,scénariste,-0.2446352907463459,-0.21251771170895445
METIER,http://data.europa.eu/esco/occupation/dd89e26f-bb5c-45cb-91c6-8b4d5d82a31f,démolisseur/démolisseuse,-0.0707196848385107,-0.06981721182418811
METIER,http://data.europa.eu/esco/occupation/0ea36a48-a27d-4515-b61f-3cab395cf60f,technicien en microélectronique/technicienne en microélectronique,0.053924384819508,0.2782122848706667
METIER,http://data.europa.eu/esco/occupation/bfdc096e-e450-424d-9340-46968047ed68,opérateur de machine de neutralisation de nitroglycérine/opératrice de machine de neutralisation de nitroglycérine,-0.10355651751078532,0.06003668640037175
METIER,http://data.europa.eu/esco/occupation/65b88636-2ebb-4049-b509-2f6da5d6ea1c,conducteur de machine de fabrication d’articles de papeterie/conductrice de machine de fabrication d’articles de papeterie,-0.292269763955325,0.040944668533422705
METIER,http://data.europa.eu/esco/occupation/0cd0082a-ca15-4dcd-b352-b7600c916d8e,coordinateur d’opérations navires/coordinatrice d’opérations navires,-0.13849152542805265,0.04594271761244163
METIER,http://data.europa.eu/esco/occupation/61053604-8091-4a8e-9c63-5151051722e3,consultant en santé publique/consultante en santé publique,0.10943589711758853,0.12572590599834002
METIER,http://data.europa.eu/esco/occupation/8d410283-865d-4cbb-acae-ac7f69d9cf26,ingénieur automobile/ingénieure automobile,-0.09185965390720689,0.09058367675281792
METIER,http://data.europa.eu/esco/occupation/43841fa5-f8ae-43ce-834d-5482ec23ef9e,fabricant de produits laitiers/fabricante de produits laitiers,-0.18351298775882902,-0.2101240982643289
METIER,http://data.europa.eu/esco/occupation/ddac39cf-5d8b-416a-b24b-9ce3a8a4a668,spécialiste en import-export de parfumerie et de produits de beauté,-0.13688560567639088,-0.019419523808545103
METIER,http://data.europa.eu/esco/occupation/d08b4700-758c-467d-ab77-d5a8029c4070,acheteur public indépendant/acheteuse publique indépendante,-0.16023679445995975,-0.1106717886253862
METIER,http://data.europa.eu/esco/occupation/599c2ce9-0e1b-4f63-9d65-1f19b3847efb,technicien de forge/technicienne de forge,-0.013621676366840344,0.1783222514521752
METIER,http://data.europa.eu/esco/occupation/5a2d0031-5dfd-46e8-8eb4-cf1d03876940,négociant grossiste en produits laitiers et huiles comestibles/négociante grossiste en produits laitiers et huiles comestibles,-0.1506364025776989,-0.22721545065227294
METIER,http://data.europa.eu/esco/occupation/5a16dff6-ca31-4a39-85dd-4b5aa0f45419,agent de manœuvre du réseau ferré/agente de manœuvre du réseau ferré,-0.15687241820931605,-0.013124436055178573
METIER,http://data.europa.eu/esco/occupation/ec21ce88-ce14-49b6-be0a-cc53cf5a3a67,ingénieur chimiste/ingénieure chimiste,-0.15827886795974433,0.10829278527826161
METIER,http://data.europa.eu/esco/occupation/6d765c21-267d-4d3d-a989-9b7596670477,coloriste textile,-0.05893252412019587,-0.1618623758431542
METIER,http://data.europa.eu/esco/occupation/faed05c0-c1d1-4e34-b575-0dea96459e56,directeur de la construction immobilière/directrice de la construction immobilière,-0.07125721371381606,0.0414388662512898
METIER,http://data.europa.eu/esco/occupation/58db3ac6-5217-4d46-8a4c-126598be1d13,ingénieur en production d’électricité/ingénieure en production d’électricité,-0.2055366999804868,0.17088346680892447
METIER,http://data.europa.eu/esco/occupation/12dc4509-7d36-46d8-aca0-c147c7ecd806,armurier/armurière,-0.06411434392071888,-0.02439131409064214
METIER,http://data.europa.eu/esco/occupation/d3ac4c05-79e2-42da-b8c6-e55765aee381,spécialiste en import-export de déchets et débris,-0.12308757926106736,0.018359934804052916
METIER,http://data.europa.eu/esco/occupation/21fe7141-68fa-4db7-9ee2-53097cef541a,manœuvre en construction de voies navigables,-0.2310821672547972,-0.08783233318833643
METIER,http://data.europa.eu/esco/occupation/e8b93ce7-e39b-4261-a25a-9b84764eb724,professeur de philosophie/professeure de philosophie,0.0575708823839281,-0.07366329202291506
METIER,http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763,directeur d’agence publique pour l’emploi/directrice d’agence publique pour l’emploi,-0.02717219539649304,-0.07063494218739928
METIER,http://data.europa.eu/esco/occupation/ab4086a0-0e2f-436e-80f8-a3291e594bd1,lithographe,-0.18276893159415938,-0.14294720232001143
METIER,http://data.europa.eu/esco/occupation/9757122b-1161-4f4a-8286-a603d4ad7012,opérateur de distillerie/opératrice de distillerie,-0.18606240234850488,-0.04133830405986638
METIER,http://data.europa.eu/esco/occupation/8a0c1556-f616-4d41-a03c-8a093a644807,technicien qualité en fabrication d’articles chaussants/technicienne qualité en fabrication d’articles chaussants,-0.13085554546094422,0.118016823712352
METIER,http://data.europa.eu/esco/occupation/fd86ebe1-bad4-4486-9b76-01a48030e49a,électricien sur le matériel roulant/électricienne sur le matériel roulant,-0.24289853692991054,0.05889402202047896
METIER,http://data.europa.eu/esco/occupation/8b273f5e-bdc5-4b73-80bd-3e324a20309b,préparateur en fabrication de peintures/préparatrice en fabrication de peintures,-0.1648973228904382,0.07718254599496624
METIER,http://data.europa.eu/esco/occupation/f235bc5a-dbf6-4f9e-bbdb-cf313d32b75b,animateur d’atelier musical/animatrice d’atelier musical,-0.09503310306714373,-0.1030129560867907
METIER,http://data.europa.eu/esco/occupation/4a215d87-8363-4db2-a661-3c0d816b2a70,mineur de surface/mineuse de surface,-0.2862250360484694,-0.011273518460367985
METIER,http://data.europa.eu/esco/occupation/87e40e79-16fb-4391-9dcb-c15f40e026c1,directeur d'agence de paris/directrice d'agence de paris,0.006946150440424977,-0.06550951940940906
METIER,http://data.europa.eu/esco/occupation/b3867d0a-e902-4d88-b0c2-3e0d2cf35c83,inspecteur du contrôle de conformité en gestion des matières dangereuses/inspectrice du contrôle de conformité en gestion des matières dangereuses,-0.1488555684876063,0.06196314316074892
METIER,http://data.europa.eu/esco/occupation/5f50290d-f520-4a69-85c7-1390d2a4a8b6,testeur d’utilisabilité/testeuse d’utilisabilité,-0.00391385066162848,0.010485110344009462
METIER,http://data.europa.eu/esco/occupation/c593ded7-2e97-44a5-a5f3-f6115ff98233,enseignant-chercheur en science politique/enseignante-chercheuse en science politique,0.12220242415616207,0.05831284380675805
METIER,http://data.europa.eu/esco/occupation/5c4ba833-da16-4bd0-a4b2-c08a2eaf5884,conducteur de four en industrie du verre et de la céramique/conductrice de four en industrie du verre et de la céramique,-0.2094315114823686,0.06897907229110561
METIER,http://data.europa.eu/esco/occupation/8712c91f-defb-4483-9e99-d9f896664a11,vendeur en électroménager/vendeuse en électroménager,-0.06433443295011815,-0.06554921222382161
METIER,http://data.europa.eu/esco/occupation/9db7d74c-b46d-45c0-b611-6bcb7456ecc6,responsable de la recherche informatique,0.25384194225735934,-0.014094644642412838
METIER,http://data.europa.eu/esco/occupation/f4f671d5-208f-4423-a250-c049de8d9adc,hydrothérapiste animalier/hydrothérapiste animalière,-0.1350383369822755,-0.0006046894979920308
METIER,http://data.europa.eu/esco/occupation/dc14bed4-87ca-4e6c-9f69-458e2689d2d6,opérateur en fonderie/opératrice en fonderie,-0.20097984716836959,-0.0617575446286357
METIER,http://data.europa.eu/esco/occupation/0bf5d25a-2b4d-43b5-b053-beeb210fa43a,enseignant-chercheur en médecine/enseignante-chercheuse en médecine,-0.034651493261892624,0.061685390285469016
METIER,http://data.europa.eu/esco/occupation/de80bbf0-447d-4a6a-845a-fdba4e0dc30c,chef de marque,-0.14959985311266527,-0.1420850034507703
METIER,http://data.europa.eu/esco/occupation/96514fed-b9a9-4df3-ab0b-20676369297d,opérateur sur presse à caoutchouc et matières plastiques/opératrice sur presse à caoutchouc et matières plastiques,-0.20778711081893633,-0.09120525369251269
METIER,http://data.europa.eu/esco/occupation/0f2c04f1-9001-4a77-884f-1ea16949f6f6,technicien en génie ferroviaire matériel roulant/technicienne en génie ferroviaire matériel roulant,-0.10804616680690436,0.20468825099165855
METIER,http://data.europa.eu/esco/occupation/b176e5d7-1f94-495c-907f-80a7f61aed59,technicien en télédétection/technicienne en télédétection,0.03758761236040854,0.1507642488906347
METIER,http://data.europa.eu/esco/occupation/d0e85fe6-78e3-4218-b21a-99b75438b775,directeur de maison de courtage/directrice de maison de courtage,-0.025906056754737544,-0.1267460384407539
METIER,http://data.europa.eu/esco/occupation/062d666b-8b5f-4ff2-9047-113831eb3e9f,poissonnier/poissonnière,-0.3126398277015329,-0.022740390345750636
METIER,http://data.europa.eu/esco/occupation/4eada7b3-5026-4030-936b-4a80aed37252,professeur de tourisme/professeure de tourisme,0.042479955034671946,-0.12034972697672194
METIER,http://data.europa.eu/esco/occupation/8a42240b-2b5c-4f6f-8787-f0547fbc46c5,pilote d’avion privé,-0.13556921239324818,-0.18498409458731413
METIER,http://data.europa.eu/esco/occupation/d2df16f3-87d7-4c6e-a640-95cee39a8f4e,expert en cidre/experte en cidre,0.045925720509812244,0.11723747147826578
METIER,http://data.europa.eu/esco/occupation/c262bb96-03bb-4c97-a45b-0cf36db5b048,assistant enseignant-chercheur/assistante enseignante-chercheuse,0.10212114548556753,0.1352240975624217
METIER,http://data.europa.eu/esco/occupation/ea4c9aa1-cb9d-4037-a748-ac1305af7129,équipier secouriste d’urgence/équipière secouriste d’urgence,-0.05482528663870656,-0.058388643662999354
METIER,http://data.europa.eu/esco/occupation/a2bc52c2-9802-4929-a95c-6379d9f19204,responsable d'atelier finissage cuir,-0.024585749837587018,0.04401027774622987
METIER,http://data.europa.eu/esco/occupation/949f1dc9-fb19-4212-8ac6-35ce83c88921,technicien prompteur/technicienne prompteur,0.08850342833677961,0.027956521381384818
METIER,http://data.europa.eu/esco/occupation/dec7ed73-8688-4328-bc50-c72d31b25956,assembleur d’instruments de précision/assembleuse d’instruments de précision,0.030743201666844473,0.03240175144295513
METIER,http://data.europa.eu/esco/occupation/9a903a4a-282d-4724-a7de-1918b41d2965,contrôleur qualité des assemblages en véhicules automobiles/contrôleuse qualité des assemblages en véhicules automobiles,-0.0666414112449872,0.07417644180943384
METIER,http://data.europa.eu/esco/occupation/4a30b421-2fda-42d6-b7e1-1c31753f061d,façonneur de tubes isolants/façonneuse de tubes isolants,-0.16316624714214015,0.10493861696699806
METIER,http://data.europa.eu/esco/occupation/6e0e068b-cd5c-4400-8899-54056087fa14,opticien/opticienne,0.0019221391844887702,-0.007148625644623908
METIER,http://data.europa.eu/esco/occupation/802d3a2f-b966-42e3-94df-683adfcff20c,technicien de production de juvéniles/technicienne de production de juvéniles,-0.22155353342553927,0.03244190447339134
METIER,http://data.europa.eu/esco/occupation/2d5a50c6-0bf4-45c3-805c-44d1bf1e3d12,employé d’un centre d’hydrothérapie/employée d’un centre d’hydrothérapie,-0.02704963124899644,-0.06157502741165558
METIER,http://data.europa.eu/esco/occupation/b8139469-92cc-4f57-9e69-a0d9f7fc3817,sapeur-pompier formateur/sapeuse-pompière formatrice,0.01948343677138088,-0.07275252830581684
METIER,http://data.europa.eu/esco/occupation/102e75c8-3b47-4964-9b47-30a980aed25c,analyste de la reprise des activités informatiques,0.14251262615045085,0.02395862078518297
METIER,http://data.europa.eu/esco/occupation/4efee3ed-de09-44c6-bd4a-d9eaafd04683,ingénieur de recherche métallurgie physique/ingénieure de recherche métallurgie physique,-0.07569706985052968,0.17961489212969745
METIER,http://data.europa.eu/esco/occupation/0a7b874b-e5c0-4dea-8b88-dadba9efee1d,négociant grossiste en parfumerie et produits de beauté/négociante grossiste en parfumerie et produits de beauté,-0.2051428073294702,-0.16432001486089282
METIER,http://data.europa.eu/esco/occupation/02e19186-458f-40eb-9e78-31c656d12ac7,responsable de l’hébergement,-0.0715854266555596,-0.14285260226273086
METIER,http://data.europa.eu/esco/occupation/0ddbf393-38f1-4c22-b14c-fe775008f321,directeur du marketing/directrice du marketing,0.06708438582096816,-0.21816272552789198
METIER,http://data.europa.eu/esco/occupation/ad404c6b-291f-439e-9ad4-c93ddabd3c13,"responsable de la logistique distribution de machines pour l'extraction, la construction et le génie civil",-0.1614938725666122,-0.0008365777636708204
METIER,http://data.europa.eu/esco/occupation/b9836ed2-1ca7-49b4-9f0e-bb5d2ca14443,responsable maintenance des véhicules de transport routier,-0.10625411338409031,0.07370909958384554
METIER,http://data.europa.eu/esco/occupation/4e3fede9-5522-4624-91bc-b59c79fada02,ingénieur machines d’emballage/ingénieure machines d’emballage,-0.017526788554933097,0.1593181043016129
METIER,http://data.europa.eu/esco/occupation/aaa485d0-6787-45c0-8596-b266c0b687fd,serrurier/serrurière,-0.23145378820940454,0.030302458626407746
METIER,http://data.europa.eu/esco/occupation/81f8d141-3f67-4fb0-a349-db0147ef7b3a,professeur d’enseignement professionnel/professeure d’enseignement professionnel,0.1788463776488485,0.008946706904248628
METIER,http://data.europa.eu/esco/occupation/fc9a86ec-7ad5-4ccb-a08f-1e369197e14a,ouvrier cartonnier de finition/ouvrière cartonnière de finition,-0.2648162916775884,-0.17279863124615577
